measure_size,encoder_lr,cost_predictor_lr,rank_warmup_epochs,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,top-1,val_reg_r2,val_rank_r2,sampling_seed
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,2,0,21,102.82,672,0,"[0.483, 0.4422, 0.3596, 0.1947, 0.3042, 0.3285, 0.2793, 0.2468, 0.2583, 0.2414, 0.1671, 0.1169, 0.0219, -0.0499, -0.1266, -0.1721, 0.1169, 0.139, 0.1821, 0.2497, 0.3502]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2018
32,1e-05,1e-05,200,"(0.4, 0.3, 0.3)",0,2,0,2,6.53,64,0,"[0.4803, 0.4632]","[None, None]",2019
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,1,3.23,32,0,[0.4884],[None],2000
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,37,265.18,1184,0,"[0.582, 0.2028, 0.1728, 0.1381, 0.0329, -0.0038, -0.0596, -0.091, -0.1731, -0.2448, -0.2702, -0.4006, -0.4834, -0.6033, -0.67, -0.7389, -0.2698, -0.3037, -0.112, -0.2074, -0.2707, -0.3405, -0.4382, -0.4822, -0.4907, -0.4807, -0.5065, -0.5607, -0.539, -0.4968, -0.4466, -0.4968, -0.3499, -0.4121, -0.4139, 0.2408, 0.4947]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2001
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,22,112.25,704,0,"[0.4754, 0.3562, 0.2441, 0.3185, 0.2852, 0.2517, 0.2372, 0.2057, 0.1397, 0.101, 0.1069, 0.0843, -0.0137, -0.1342, -0.1906, -0.2513, 0.0548, 0.0447, 0.2757, 0.265, 0.3553, 0.3802]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2002
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,2,6.53,64,1,"[0.5551, 0.4727]","[None, None]",2003
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,3,9.98,96,0,"[0.5305, 0.252, 0.3221]","[None, None, None]",2004
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,2,6.53,64,0,"[0.4823, 0.208]","[None, None]",2005
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,2,6.54,64,0,"[0.5978, 0.3997]","[None, None]",2006
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,2,6.55,64,1,"[0.4536, 0.3549]","[None, None]",2007
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,2,6.55,64,1,"[0.3125, 0.2332]","[None, None]",2008
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,3,9.98,96,0,"[0.562, 0.3482, 0.3876]","[None, None, None]",2009
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,2,6.55,64,1,"[0.5149, 0.3576]","[None, None]",2010
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,2,6.54,64,0,"[0.4742, 0.2732]","[None, None]",2011
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,2,6.53,64,1,"[0.5716, 0.4448]","[None, None]",2012
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,1,3.22,32,0,[0.4598],[None],2013
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,1,3.23,32,0,[0.3745],[None],2014
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,4,13.52,128,1,"[0.5988, 0.3968, 0.3122, 0.211]","[None, None, None, None]",2015
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,1,3.22,32,0,[0.4973],[None],2016
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,1,3.22,32,0,[0.4964],[None],2017
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,3,9.98,96,0,"[0.4867, 0.4736, 0.4392]","[None, None, None]",2018
32,1e-05,1e-05,300,"(0.4, 0.3, 0.3)",0,2,0,2,6.54,64,1,"[0.4857, 0.4388]","[None, None]",2019
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,1,3.23,32,0,[0.503],[None],2000
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,33,211.86,1056,0,"[0.5918, 0.1973, 0.2755, 0.2316, 0.1797, 0.1993, 0.1722, 0.1507, 0.1104, 0.0101, -0.0405, -0.0767, -0.2699, -0.3777, -0.4139, -0.4733, -0.1824, -0.169, -0.0062, -0.1022, -0.1837, -0.256, -0.2806, -0.3318, -0.3881, -0.3859, -0.4269, -0.4393, -0.4163, -0.388, -0.3792, -0.3953, -0.0385]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2001
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,19,85.13,608,0,"[0.4934, 0.4205, 0.3591, 0.3114, 0.2816, 0.2363, 0.1489, 0.1726, 0.1693, 0.2138, 0.2272, 0.234, 0.1789, 0.1228, 0.1153, 0.1114, 0.2877, 0.2714, 0.3623]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2002
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,2,6.44,64,1,"[0.5588, 0.4902]","[None, None]",2003
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,3,9.65,96,1,"[0.5363, 0.2694, 0.347]","[None, None, None]",2004
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,2,6.33,64,0,"[0.4938, 0.2139]","[None, None]",2005
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,2,6.54,64,0,"[0.5988, 0.4149]","[None, None]",2006
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,2,6.38,64,1,"[0.4504, 0.3983]","[None, None]",2007
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,1,3.1,32,0,[0.3248],[None],2008
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,3,9.61,96,0,"[0.5705, 0.3947, 0.457]","[None, None, None]",2009
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,2,6.29,64,1,"[0.5155, 0.372]","[None, None]",2010
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,2,6.32,64,0,"[0.4876, 0.2851]","[None, None]",2011
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,2,6.38,64,1,"[0.5774, 0.4592]","[None, None]",2012
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,2,6.35,64,1,"[0.4648, 0.3523]","[None, None]",2013
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,3,9.66,96,0,"[0.389, 0.4097, 0.4003]","[None, None, None]",2014
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,2,6.3,64,0,"[0.6033, 0.4641]","[None, None]",2015
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,2,6.29,64,0,"[0.5095, 0.2552]","[None, None]",2016
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,1,3.1,32,0,[0.4954],[None],2017
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,18,77.31,576,0,"[0.488, 0.4865, 0.3521, 0.2991, 0.3331, 0.2838, 0.2667, 0.244, 0.2778, 0.2727, 0.274, 0.3162, 0.3118, 0.2812, 0.2576, 0.2486, 0.3439, 0.4218]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2018
32,1e-05,1e-05,400,"(0.4, 0.3, 0.3)",0,2,0,2,6.46,64,0,"[0.4927, 0.3995]","[None, None]",2019
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,1,3.11,32,0,[0.5101],[None],2000
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,36,250.46,1152,0,"[0.5983, 0.1579, 0.253, 0.2189, 0.1929, 0.1152, 0.1081, 0.1067, 0.124, 0.1286, 0.1179, 0.0845, 0.0122, 0.0158, -0.0271, -0.0267, 0.1895, 0.1404, 0.3078, 0.2742, 0.2565, 0.2042, 0.1595, 0.1449, 0.0898, 0.069, 0.0395, 0.024, 0.0361, 0.0137, -0.0374, -0.05, 0.0018, -0.0911, -0.0911, 0.2708]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2001
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,10,36.83,320,0,"[0.5147, 0.43, 0.3561, 0.2748, 0.3029, 0.2711, 0.2903, 0.277, 0.2592, 0.3095]","[None, None, None, None, None, None, None, None, None, None]",2002
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,2,6.53,64,0,"[0.5574, 0.4798]","[None, None]",2003
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,2,6.53,64,0,"[0.5461, 0.285]","[None, None]",2004
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,2,6.53,64,0,"[0.4983, 0.231]","[None, None]",2005
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,2,6.53,64,0,"[0.5981, 0.4187]","[None, None]",2006
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,2,6.53,64,0,"[0.4472, 0.4719]","[None, None]",2007
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,1,3.23,32,0,[0.3273],[None],2008
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,3,10.0,96,0,"[0.5814, 0.409, 0.4409]","[None, None, None]",2009
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,2,6.54,64,1,"[0.517, 0.3677]","[None, None]",2010
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,2,6.54,64,0,"[0.4864, 0.3352]","[None, None]",2011
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,2,6.54,64,1,"[0.5805, 0.4643]","[None, None]",2012
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,3,10.0,96,0,"[0.4618, 0.3603, 0.3623]","[None, None, None]",2013
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,3,10.01,96,0,"[0.3951, 0.4299, 0.4068]","[None, None, None]",2014
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,1,3.17,32,0,[0.6055],[None],2015
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,2,6.37,64,0,"[0.512, 0.2909]","[None, None]",2016
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,1,3.11,32,0,[0.4985],[None],2017
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,11,40.74,352,0,"[0.4944, 0.3831, 0.3209, 0.3458, 0.3027, 0.2849, 0.3118, 0.3495, 0.3766, 0.4172, 0.4035]","[None, None, None, None, None, None, None, None, None, None, None]",2018
32,1e-05,1e-05,500,"(0.4, 0.3, 0.3)",0,2,0,2,6.54,64,0,"[0.4926, 0.4278]","[None, None]",2019
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.55,64,0,"[0.4159, 0.3951]","[None, None]",2000
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,3,9.99,96,0,"[0.5225, 0.327, 0.3668]","[None, None, None]",2001
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,6,20.87,192,0,"[0.5101, 0.5011, 0.4129, 0.3404, 0.3789, 0.3756]","[None, None, None, None, None, None]",2002
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,3,10.02,96,0,"[0.4739, 0.5846, 0.558]","[None, None, None]",2003
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,3,10.0,96,0,"[0.5069, 0.3131, 0.267]","[None, None, None]",2004
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.54,64,0,"[0.4335, 0.1544]","[None, None]",2005
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,3,9.92,96,0,"[0.588, 0.4125, 0.4066]","[None, None, None]",2006
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.53,64,0,"[0.3491, 0.5123]","[None, None]",2007
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,3,9.98,96,0,"[0.3065, 0.3104, 0.2755]","[None, None, None]",2008
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.54,64,0,"[0.5423, 0.3817]","[None, None]",2009
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.36,64,0,"[0.5203, 0.2455]","[None, None]",2010
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,6,20.77,192,0,"[0.402, 0.2638, 0.1669, 0.2381, 0.2969, 0.3181]","[None, None, None, None, None, None]",2011
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.57,64,1,"[0.5289, 0.4519]","[None, None]",2012
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,1,3.23,32,0,[0.5065],[None],2013
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.56,64,1,"[0.2478, 0.4362]","[None, None]",2014
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.56,64,1,"[0.5854, 0.4299]","[None, None]",2015
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,4,13.55,128,1,"[0.4674, 0.3137, 0.3257, 0.3171]","[None, None, None, None]",2016
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,1,3.23,32,0,[0.3696],[None],2017
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,3,10.08,96,0,"[0.4762, 0.4983, 0.3741]","[None, None, None]",2018
32,1e-05,0.0001,100,"(0.4, 0.3, 0.3)",0,4,0,2,6.54,64,1,"[0.3492, 0.4572]","[None, None]",2019
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,1,3.24,32,0,[0.418],[None],2000
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,6,20.88,192,0,"[0.5189, 0.3356, 0.3474, 0.3424, 0.3169, 0.4526]","[None, None, None, None, None, None]",2001
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,9,32.62,288,0,"[0.5127, 0.487, 0.5144, 0.3592, 0.3777, 0.4031, 0.3093, 0.2793, 0.2279]","[None, None, None, None, None, None, None, None, None]",2002
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.55,64,0,"[0.4709, 0.5832]","[None, None]",2003
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,3,10.01,96,0,"[0.4961, 0.3009, 0.2237]","[None, None, None]",2004
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.54,64,0,"[0.4271, 0.2301]","[None, None]",2005
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,3,10.0,96,0,"[0.5802, 0.4126, 0.4072]","[None, None, None]",2006
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.54,64,1,"[0.3613, 0.4002]","[None, None]",2007
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,3,10.02,96,0,"[0.2926, 0.2119, 0.272]","[None, None, None]",2008
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.55,64,0,"[0.5333, 0.3673]","[None, None]",2009
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.54,64,0,"[0.5108, 0.2086]","[None, None]",2010
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,3,9.79,96,0,"[0.4055, 0.2606, 0.169]","[None, None, None]",2011
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.59,64,1,"[0.5286, 0.4784]","[None, None]",2012
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.3,64,0,"[0.5116, 0.3901]","[None, None]",2013
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,1,3.1,32,0,[0.2483],[None],2014
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,2,6.3,64,0,"[0.5888, 0.3953]","[None, None]",2015
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,3,9.74,96,0,"[0.4684, 0.3593, 0.4057]","[None, None, None]",2016
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,1,3.23,32,0,[0.3624],[None],2017
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,9,32.65,288,1,"[0.4774, 0.4957, 0.3748, 0.4206, 0.3315, 0.2189, 0.2086, 0.2509, 0.3642]","[None, None, None, None, None, None, None, None, None]",2018
32,1e-05,0.0001,200,"(0.4, 0.3, 0.3)",0,4,0,1,3.23,32,0,[0.3467],[None],2019
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,1,3.23,32,0,[0.4167],[None],2000
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.54,64,0,"[0.5199, 0.4045]","[None, None]",2001
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,9,32.37,288,0,"[0.5087, 0.5093, 0.4169, 0.3613, 0.4096, 0.4273, 0.5152, 0.5078, 0.4941]","[None, None, None, None, None, None, None, None, None]",2002
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.33,64,0,"[0.4716, 0.6026]","[None, None]",2003
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,5,17.08,160,1,"[0.493, 0.2577, 0.2861, 0.2124, 0.1957]","[None, None, None, None, None]",2004
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.4361],[None],2005
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,3,10.0,96,0,"[0.58, 0.3419, 0.3321]","[None, None, None]",2006
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.55,64,0,"[0.3633, 0.3603]","[None, None]",2007
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,3,10.01,96,0,"[0.2951, 0.2481, 0.2842]","[None, None, None]",2008
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.54,64,0,"[0.5258, 0.311]","[None, None]",2009
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.55,64,0,"[0.5095, 0.2342]","[None, None]",2010
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,3,10.0,96,0,"[0.414, 0.2551, 0.2504]","[None, None, None]",2011
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.52,64,1,"[0.5398, 0.4522]","[None, None]",2012
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.54,64,1,"[0.5113, 0.3694]","[None, None]",2013
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.2444],[None],2014
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.53,64,0,"[0.5857, 0.4105]","[None, None]",2015
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,3,10.0,96,0,"[0.4639, 0.3167, 0.4487]","[None, None, None]",2016
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,1,3.22,32,0,[0.3536],[None],2017
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,10,35.98,320,0,"[0.4726, 0.5188, 0.379, 0.3314, 0.2572, 0.2347, 0.1748, 0.2168, 0.1859, 0.2055]","[None, None, None, None, None, None, None, None, None, None]",2018
32,1e-05,0.0001,300,"(0.4, 0.3, 0.3)",0,4,0,2,6.5,64,1,"[0.3359, 0.4141]","[None, None]",2019
32,1e-05,0.0001,400,"(0.4, 0.3, 0.3)",0,4,0,1,3.1,32,0,[0.4128],[None],2000
