epochs,lr,lambda_kld,lambda_reg,lambda_pair,lambda_smooth,lambda_infonce,S,neigh_mean_test,rand_mean_test,neigh_best_mean_test,rand_best_mean_test,win_rate_mean,win_rate_best,avg_gain_mean_test,avg_gain_best_test,seed_mean_train
1000,5e-05,0.0,0.1,1.0,0.1,0.2,184.0,8.166077613830566,5.903433799743652,8.183730125427246,8.399444580078125,1.0,0.32608695652173914,2.2626442909240723,-0.21571345627307892,8.242144584655762
1000,5e-05,0.0,0.5,0.0,0.0,0.0,184.0,8.185627937316895,5.903433799743652,8.203482627868652,8.399444580078125,1.0,0.358695652173913,2.282193660736084,-0.19596099853515625,8.242144584655762
1000,5e-05,0.0,0.5,0.0,0.0,0.01,184.0,8.180858612060547,5.903433799743652,8.192138671875,8.399444580078125,1.0,0.3641304347826087,2.2774245738983154,-0.20730580389499664,8.242144584655762
1000,5e-05,0.0,0.5,0.0,0.0,0.1,184.0,8.171070098876953,5.903433799743652,8.194872856140137,8.399444580078125,1.0,0.3532608695652174,2.26763653755188,-0.20457157492637634,8.242144584655762
1000,5e-05,0.0,0.5,0.0,0.0,0.2,184.0,8.164587020874023,5.903433799743652,8.17347240447998,8.399444580078125,0.9945652173913043,0.32608695652173914,2.261152744293213,-0.22597159445285797,8.242144584655762
1000,5e-05,0.0,0.5,0.0,0.01,0.0,184.0,8.18832778930664,5.903433799743652,8.197441101074219,8.399444580078125,1.0,0.358695652173913,2.2848944664001465,-0.20200274884700775,8.242144584655762
1000,5e-05,0.0,0.5,0.0,0.01,0.01,184.0,8.183843612670898,5.903433799743652,8.205890655517578,8.399444580078125,1.0,0.3641304347826087,2.280409097671509,-0.19355343282222748,8.242144584655762
1000,5e-05,0.0,0.5,0.0,0.01,0.1,184.0,8.168875694274902,5.903433799743652,8.186836242675781,8.399444580078125,1.0,0.34782608695652173,2.26544189453125,-0.21260766685009003,8.242144584655762
1000,5e-05,0.0,0.5,0.0,0.01,0.2,184.0,8.164937973022461,5.903433799743652,8.172739028930664,8.399444580078125,0.9945652173913043,0.32065217391304346,2.2615041732788086,-0.22670501470565796,8.242144584655762
1000,5e-05,0.0,0.5,0.0,0.1,0.0,184.0,8.184541702270508,5.903433799743652,8.196476936340332,8.399444580078125,1.0,0.3641304347826087,2.2811086177825928,-0.20296669006347656,8.242144584655762
1000,5e-05,0.0,0.5,0.0,0.1,0.01,184.0,8.189462661743164,5.903433799743652,8.197678565979004,8.399444580078125,1.0,0.3641304347826087,2.286029100418091,-0.2017652690410614,8.242144584655762
1000,5e-05,0.0,0.5,0.0,0.1,0.1,184.0,8.180813789367676,5.903433799743652,8.195695877075195,8.399444580078125,1.0,0.3532608695652174,2.2773795127868652,-0.20374786853790283,8.242144584655762
1000,5e-05,0.0,0.5,0.0,0.1,0.2,184.0,8.155566215515137,5.903433799743652,8.170699119567871,8.399444580078125,0.9945652173913043,0.31521739130434784,2.2521328926086426,-0.2287452071905136,8.242144584655762
1000,5e-05,0.0,0.5,0.1,0.0,0.0,184.0,8.183713912963867,5.903433799743652,8.203312873840332,8.399444580078125,1.0,0.3641304347826087,2.280280351638794,-0.19613145291805267,8.242144584655762
1000,5e-05,0.0,0.5,0.1,0.0,0.01,184.0,8.183902740478516,5.903433799743652,8.197354316711426,8.399444580078125,1.0,0.3641304347826087,2.2804694175720215,-0.2020900994539261,8.242144584655762
1000,5e-05,0.0,0.5,0.1,0.0,0.1,184.0,8.168482780456543,5.903433799743652,8.193014144897461,8.399444580078125,1.0,0.3532608695652174,2.2650492191314697,-0.20642948150634766,8.242144584655762
1000,5e-05,0.0,0.5,0.1,0.0,0.2,184.0,8.152098655700684,5.903433799743652,8.173028945922852,8.399444580078125,0.9945652173913043,0.32065217391304346,2.248664617538452,-0.2264147251844406,8.242144584655762
1000,5e-05,0.0,0.5,0.1,0.01,0.0,184.0,8.18924617767334,5.903433799743652,8.204989433288574,8.399444580078125,1.0,0.3641304347826087,2.285813093185425,-0.19445423781871796,8.242144584655762
1000,5e-05,0.0,0.5,0.1,0.01,0.01,184.0,8.18642807006836,5.903433799743652,8.20544147491455,8.399444580078125,1.0,0.3641304347826087,2.282994031906128,-0.1940031498670578,8.242144584655762
1000,5e-05,0.0,0.5,0.1,0.01,0.1,184.0,8.160826683044434,5.903433799743652,8.188193321228027,8.399444580078125,1.0,0.34782608695652173,2.2573928833007812,-0.21125110983848572,8.242144584655762
1000,5e-05,0.0,0.5,0.1,0.01,0.2,184.0,8.155447006225586,5.903433799743652,8.175747871398926,8.399444580078125,0.9945652173913043,0.32065217391304346,2.2520132064819336,-0.2236957550048828,8.242144584655762
1000,5e-05,0.0,0.5,0.1,0.1,0.0,184.0,8.184782028198242,5.903433799743652,8.193124771118164,8.399444580078125,1.0,0.3641304347826087,2.28134822845459,-0.20631976425647736,8.242144584655762
1000,5e-05,0.0,0.5,0.1,0.1,0.01,184.0,8.186626434326172,5.903433799743652,8.207426071166992,8.399444580078125,1.0,0.3641304347826087,2.2831931114196777,-0.19201797246932983,8.242144584655762
1000,5e-05,0.0,0.5,0.1,0.1,0.1,184.0,8.167840003967285,5.903433799743652,8.1759614944458,8.399444580078125,1.0,0.34782608695652173,2.264406681060791,-0.22348308563232422,8.242144584655762
1000,5e-05,0.0,0.5,0.1,0.1,0.2,184.0,8.15237045288086,5.903433799743652,8.169838905334473,8.399444580078125,0.9945652173913043,0.31521739130434784,2.2489359378814697,-0.2296052873134613,8.242144584655762
1000,5e-05,0.0,0.5,0.5,0.0,0.0,184.0,8.189046859741211,5.903433799743652,8.203731536865234,8.399444580078125,1.0,0.3532608695652174,2.2856128215789795,-0.1957133561372757,8.242144584655762
1000,5e-05,0.0,0.5,0.5,0.0,0.01,184.0,8.192214965820312,5.903433799743652,8.208788871765137,8.399444580078125,1.0,0.3641304347826087,2.2887816429138184,-0.19065463542938232,8.242144584655762
1000,5e-05,0.0,0.5,0.5,0.0,0.1,184.0,8.178521156311035,5.903433799743652,8.188036918640137,8.399444580078125,1.0,0.3532608695652174,2.275087833404541,-0.2114069163799286,8.242144584655762
1000,5e-05,0.0,0.5,0.5,0.0,0.2,184.0,8.167590141296387,5.903433799743652,8.181197166442871,8.399444580078125,1.0,0.32065217391304346,2.2641570568084717,-0.21824751794338226,8.242144584655762
1000,5e-05,0.0,0.5,0.5,0.01,0.0,184.0,8.185355186462402,5.903433799743652,8.203707695007324,8.399444580078125,1.0,0.358695652173913,2.281921625137329,-0.19573625922203064,8.242144584655762
1000,5e-05,0.0,0.5,0.5,0.01,0.01,184.0,8.184808731079102,5.903433799743652,8.207413673400879,8.399444580078125,1.0,0.3641304347826087,2.2813751697540283,-0.19203099608421326,8.242144584655762
1000,5e-05,0.0,0.5,0.5,0.01,0.1,184.0,8.170083999633789,5.903433799743652,8.190447807312012,8.399444580078125,1.0,0.34782608695652173,2.2666499614715576,-0.2089960277080536,8.242144584655762
1000,5e-05,0.0,0.5,0.5,0.01,0.2,184.0,8.160285949707031,5.903433799743652,8.184309959411621,8.399444580078125,0.9945652173913043,0.32608695652173914,2.256852388381958,-0.21513405442237854,8.242144584655762
1000,5e-05,0.0,0.5,0.5,0.1,0.0,184.0,8.193432807922363,5.903433799743652,8.203364372253418,8.399444580078125,1.0,0.358695652173913,2.2899985313415527,-0.19608011841773987,8.242144584655762
1000,5e-05,0.0,0.5,0.5,0.1,0.01,184.0,8.188425064086914,5.903433799743652,8.20621395111084,8.399444580078125,1.0,0.3641304347826087,2.2849907875061035,-0.19322986900806427,8.242144584655762
