epochs,lr,lambda_kld,lambda_reg,lambda_pair,lambda_smooth,lambda_infonce,num_pairs,tv_mean,tv_median,spearman_mean,spearman_median,unique_mean,unique_median
1000,5e-05,0.01,0.01,0.5,0.0,0.0,200.0,1.7896,1.5765,0.104,0.1818,5.495,5.0
1000,5e-05,0.01,0.01,0.5,0.0,0.01,200.0,1.611,1.4422,0.0274,-0.2409,5.47,5.0
1000,5e-05,0.01,0.01,0.5,0.0,0.1,200.0,1.668,1.6482,-0.0821,-0.5545,6.215,6.0
1000,5e-05,0.01,0.01,0.5,0.0,0.2,200.0,1.675,1.6164,0.1094,0.5273,6.555,7.0
1000,5e-05,0.01,0.01,0.5,0.01,0.0,200.0,1.7475,1.5934,0.0893,0.2455,5.435,5.0
1000,5e-05,0.01,0.01,0.5,0.01,0.01,200.0,1.5931,1.4219,0.085,0.0773,5.425,5.0
1000,5e-05,0.01,0.01,0.5,0.01,0.1,200.0,1.6377,1.793,0.0592,0.0273,6.245,6.0
1000,5e-05,0.01,0.01,0.5,0.01,0.2,200.0,1.6871,1.6244,0.0756,0.3591,6.62,7.0
1000,5e-05,0.01,0.01,0.5,0.1,0.0,200.0,1.6433,1.4447,0.102,0.1909,5.315,5.0
1000,5e-05,0.01,0.01,0.5,0.1,0.01,200.0,1.585,1.3774,0.0325,-0.2182,5.455,5.0
1000,5e-05,0.01,0.01,0.5,0.1,0.1,200.0,1.6731,1.6189,0.0785,0.3545,6.285,6.0
1000,5e-05,0.01,0.01,0.5,0.1,0.2,200.0,1.6639,1.6259,0.0594,0.2273,6.505,7.0
1000,5e-05,0.01,0.01,1.0,0.0,0.0,200.0,1.7071,1.5691,-0.0049,-0.3182,5.225,5.0
1000,5e-05,0.01,0.01,1.0,0.0,0.01,200.0,1.5266,1.4065,-0.033,-0.4636,5.48,5.0
1000,5e-05,0.01,0.01,1.0,0.0,0.1,200.0,1.6011,1.557,0.0195,-0.2455,6.145,6.0
1000,5e-05,0.01,0.01,1.0,0.0,0.2,200.0,1.7107,1.6454,0.0896,0.4318,6.65,7.0
1000,5e-05,0.01,0.01,1.0,0.01,0.0,200.0,1.7377,1.5477,-0.0443,-0.3909,5.46,5.0
1000,5e-05,0.01,0.01,1.0,0.01,0.01,200.0,1.6057,1.3979,0.075,0.2182,5.495,5.0
1000,5e-05,0.01,0.01,1.0,0.01,0.1,200.0,1.5691,1.5387,0.0068,-0.3136,6.055,6.0
1000,5e-05,0.01,0.01,1.0,0.01,0.2,200.0,1.7115,1.6944,0.0059,-0.3182,6.615,7.0
1000,5e-05,0.01,0.01,1.0,0.1,0.0,200.0,1.7893,1.6413,-0.0785,-0.3545,5.585,6.0
1000,5e-05,0.01,0.01,1.0,0.1,0.01,200.0,1.5837,1.444,0.0158,-0.1545,5.59,6.0
1000,5e-05,0.01,0.01,1.0,0.1,0.1,200.0,1.5953,1.5574,-0.0478,-0.4909,6.175,6.0
1000,5e-05,0.01,0.01,1.0,0.1,0.2,200.0,1.6523,1.6196,0.0111,-0.2591,6.685,7.0
1000,5e-05,0.01,0.1,0.0,0.0,0.0,200.0,1.6119,1.3972,0.0478,0.0,5.7,6.0
1000,5e-05,0.01,0.1,0.0,0.0,0.01,200.0,1.6237,1.4825,-0.0326,-0.3045,5.5,5.0
1000,5e-05,0.01,0.1,0.0,0.0,0.1,200.0,1.7877,1.8821,0.1267,0.5636,6.59,7.0
1000,5e-05,0.01,0.1,0.0,0.0,0.2,200.0,1.8403,1.9146,0.0413,0.4182,7.08,7.0
1000,5e-05,0.01,0.1,0.0,0.01,0.0,200.0,1.7723,1.7607,0.0607,0.0864,5.725,6.0
1000,5e-05,0.01,0.1,0.0,0.01,0.01,200.0,1.7518,1.6959,-0.014,-0.2364,5.68,6.0
1000,5e-05,0.01,0.1,0.0,0.01,0.1,200.0,1.7839,1.8943,0.0936,0.5273,6.515,7.0
1000,5e-05,0.01,0.1,0.0,0.01,0.2,200.0,1.9167,1.9713,0.0277,0.1182,7.095,7.0
1000,5e-05,0.01,0.1,0.0,0.1,0.0,200.0,1.7093,1.6105,0.0766,0.2818,5.66,6.0
1000,5e-05,0.01,0.1,0.0,0.1,0.01,200.0,1.6726,1.5219,-0.0087,-0.2455,5.685,6.0
1000,5e-05,0.01,0.1,0.0,0.1,0.1,200.0,1.9033,1.9603,0.0613,0.2364,6.65,7.0
1000,5e-05,0.01,0.1,0.0,0.1,0.2,200.0,1.8738,1.9308,0.0205,0.1091,7.075,7.0
1000,5e-05,0.01,0.1,0.1,0.0,0.0,200.0,1.7388,1.634,0.0546,0.1273,5.67,6.0
1000,5e-05,0.01,0.1,0.1,0.0,0.01,200.0,1.6014,1.4391,0.0125,-0.2955,5.395,5.0
1000,5e-05,0.01,0.1,0.1,0.0,0.1,200.0,1.8079,1.9038,0.1098,0.5455,6.515,7.0
1000,5e-05,0.01,0.1,0.1,0.0,0.2,200.0,1.8866,2.0272,0.0483,0.2773,7.24,7.0
1000,5e-05,0.01,0.1,0.1,0.01,0.0,200.0,1.739,1.623,0.0891,0.3182,5.69,6.0
1000,5e-05,0.01,0.1,0.1,0.01,0.01,200.0,1.608,1.5378,0.037,-0.1182,5.455,5.0
1000,5e-05,0.01,0.1,0.1,0.01,0.1,200.0,1.839,2.021,0.1133,0.5727,6.655,7.0
1000,5e-05,0.01,0.1,0.1,0.01,0.2,200.0,1.9092,1.9468,0.0326,0.1091,7.125,7.0
1000,5e-05,0.01,0.1,0.1,0.1,0.0,200.0,1.7492,1.5783,0.0638,0.0727,5.61,6.0
1000,5e-05,0.01,0.1,0.1,0.1,0.01,200.0,1.5942,1.4645,0.0463,-0.0045,5.51,6.0
1000,5e-05,0.01,0.1,0.1,0.1,0.1,200.0,1.7919,1.8821,0.1256,0.5545,6.605,7.0
1000,5e-05,0.01,0.1,0.1,0.1,0.2,200.0,1.9265,2.0063,0.0223,-0.0182,7.22,7.0
1000,5e-05,0.01,0.1,0.5,0.0,0.0,200.0,1.5761,1.4921,0.1068,0.4,5.705,6.0
1000,5e-05,0.01,0.1,0.5,0.0,0.01,200.0,1.6975,1.5368,0.0913,0.2864,5.605,6.0
1000,5e-05,0.01,0.1,0.5,0.0,0.1,200.0,1.9431,2.0446,-0.0847,-0.5818,6.89,7.0
1000,5e-05,0.01,0.1,0.5,0.0,0.2,200.0,1.8593,1.9447,0.0628,0.5136,7.23,7.0
1000,5e-05,0.01,0.1,0.5,0.01,0.0,200.0,1.5402,1.4521,0.1178,0.4318,5.775,6.0
1000,5e-05,0.01,0.1,0.5,0.01,0.01,200.0,1.6251,1.4952,0.0445,0.0182,5.575,6.0
1000,5e-05,0.01,0.1,0.5,0.01,0.1,200.0,1.8241,1.9139,0.0908,0.45,6.92,7.0
1000,5e-05,0.01,0.1,0.5,0.01,0.2,200.0,1.8592,1.8958,0.0664,0.5545,7.31,7.0
1000,5e-05,0.01,0.1,0.5,0.1,0.0,200.0,1.613,1.5735,0.1374,0.5318,5.745,6.0
1000,5e-05,0.01,0.1,0.5,0.1,0.01,200.0,1.551,1.3977,0.087,0.4409,5.635,6.0
1000,5e-05,0.01,0.1,0.5,0.1,0.1,200.0,1.8018,1.9684,0.1345,0.6591,6.735,7.0
1000,5e-05,0.01,0.1,0.5,0.1,0.2,200.0,1.859,1.9901,0.0558,0.5636,7.29,7.0
