epochs,lr,lambda_kld,lambda_reg,lambda_pair,lambda_smooth,lambda_infonce,val_recon_r2,val_reg_r2
1000,5e-05,0.1,0.01,0.1,0.0,0.2,0.9111885778018973,0.8907994207671698
1000,5e-05,0.1,0.01,0.1,0.01,0.0,0.9142151695400791,0.8685264711489583
1000,5e-05,0.1,0.01,0.1,0.01,0.01,0.9135193402413757,0.8703751249973464
1000,5e-05,0.1,0.01,0.1,0.01,0.1,0.9140623939296859,0.8854540236844282
1000,5e-05,0.1,0.01,0.1,0.01,0.2,0.9117503488480768,0.8917408494184571
1000,5e-05,0.1,0.01,0.1,0.1,0.0,0.9136221224563515,0.8679283024021811
1000,5e-05,0.1,0.01,0.1,0.1,0.01,0.913510352540402,0.870846852485066
1000,5e-05,0.1,0.01,0.1,0.1,0.1,0.9142104378631886,0.8848826148675382
1000,5e-05,0.1,0.01,0.1,0.1,0.2,0.9115351087630561,0.8905154312073045
1000,5e-05,0.1,0.01,0.5,0.0,0.0,0.9014037512266005,0.9119166556289874
1000,5e-05,0.1,0.01,0.5,0.0,0.01,0.9017815927435276,0.910793695711455
1000,5e-05,0.1,0.01,0.5,0.0,0.1,0.9024283148868206,0.9066025215968841
1000,5e-05,0.1,0.01,0.5,0.0,0.2,0.9026933530717975,0.9053517877464284
1000,5e-05,0.1,0.01,0.5,0.01,0.0,0.9011649035835114,0.9107289536152623
1000,5e-05,0.1,0.01,0.5,0.01,0.01,0.9023824032451879,0.9104325132051492
1000,5e-05,0.1,0.01,0.5,0.01,0.1,0.9030681822103133,0.9060452811951525
1000,5e-05,0.1,0.01,0.5,0.01,0.2,0.9027816581429464,0.9059443282055449
1000,5e-05,0.1,0.01,0.5,0.1,0.0,0.9005930863268264,0.9115347927275264
1000,5e-05,0.1,0.01,0.5,0.1,0.01,0.9020428396601119,0.9108531138987257
1000,5e-05,0.1,0.01,0.5,0.1,0.1,0.9025423123288923,0.9055866690112284
1000,5e-05,0.1,0.01,0.5,0.1,0.2,0.9033128960064986,0.9053624582168898
1000,5e-05,0.1,0.01,1.0,0.0,0.0,0.8868850869630269,0.9102770225915351
1000,5e-05,0.1,0.01,1.0,0.0,0.01,0.8878277776266869,0.9099362994634504
1000,5e-05,0.1,0.01,1.0,0.0,0.1,0.8911611665420268,0.8989828152213809
1000,5e-05,0.1,0.01,1.0,0.0,0.2,0.8920016282442108,0.9021151291433166
1000,5e-05,0.1,0.01,1.0,0.01,0.0,0.8874689102721507,0.9104072308600782
1000,5e-05,0.1,0.01,1.0,0.01,0.01,0.8887397566655871,0.90941805203999
1000,5e-05,0.1,0.01,1.0,0.01,0.1,0.8918222976610617,0.9002424034869702
1000,5e-05,0.1,0.01,1.0,0.01,0.2,0.8930285419681467,0.9031927397709193
1000,5e-05,0.1,0.01,1.0,0.1,0.0,0.8870778408722679,0.9103984910886449
1000,5e-05,0.1,0.01,1.0,0.1,0.01,0.8875832660897571,0.9105624731577796
1000,5e-05,0.1,0.01,1.0,0.1,0.1,0.8920532508573986,0.9009669718414264
1000,5e-05,0.1,0.01,1.0,0.1,0.2,0.8930816794037774,0.9019879358928113
1000,5e-05,0.1,0.1,0.0,0.0,0.0,0.8841780286769888,0.8891931509237956
1000,5e-05,0.1,0.1,0.0,0.0,0.01,0.8807496877245562,0.8892962799899577
1000,5e-05,0.1,0.1,0.0,0.0,0.1,0.8855731520161222,0.8899409393737323
1000,5e-05,0.1,0.1,0.0,0.0,0.2,0.8871850907428009,0.8878183481695184
1000,5e-05,0.1,0.1,0.0,0.01,0.0,0.8822098600552162,0.8878038830083126
1000,5e-05,0.1,0.1,0.0,0.01,0.01,0.8819776995573491,0.8902611720941331
1000,5e-05,0.1,0.1,0.0,0.01,0.1,0.8844206868916945,0.890896664071806
1000,5e-05,0.1,0.1,0.0,0.01,0.2,0.8882052758030945,0.8876357403761997
1000,5e-05,0.1,0.1,0.0,0.1,0.0,0.8824867251154598,0.8886808906169734
1000,5e-05,0.1,0.1,0.0,0.1,0.01,0.8825861231895751,0.8880171223796158
1000,5e-05,0.1,0.1,0.0,0.1,0.1,0.8850070850261749,0.8903017261274215
1000,5e-05,0.1,0.1,0.0,0.1,0.2,0.8879044119213251,0.8874587202094715
1000,5e-05,0.1,0.1,0.1,0.0,0.0,0.8816289547326464,0.8951606720152148
1000,5e-05,0.1,0.1,0.1,0.0,0.01,0.8826943750747724,0.8967552080590092
1000,5e-05,0.1,0.1,0.1,0.0,0.1,0.8866785495341991,0.8959213775738541
1000,5e-05,0.1,0.1,0.1,0.0,0.2,0.8883765866005062,0.8952558978297311
1000,5e-05,0.1,0.1,0.1,0.01,0.0,0.8811128482210565,0.8954098745364976
1000,5e-05,0.1,0.1,0.1,0.01,0.01,0.8828409272958362,0.8961470613582622
1000,5e-05,0.1,0.1,0.1,0.01,0.1,0.8844210744862162,0.896006301557073
1000,5e-05,0.1,0.1,0.1,0.01,0.2,0.8878384834833521,0.8938356402800707
1000,5e-05,0.1,0.1,0.1,0.1,0.0,0.8813638848012773,0.8950768018780618
1000,5e-05,0.1,0.1,0.1,0.1,0.01,0.8818111719246413,0.8955581999251523
1000,5e-05,0.1,0.1,0.1,0.1,0.1,0.8861634337206068,0.8963790955756668
1000,5e-05,0.1,0.1,0.1,0.1,0.2,0.8888819988377368,0.8941978014139429
1000,5e-05,0.1,0.1,0.5,0.0,0.0,0.880119036787109,0.906459289331768
1000,5e-05,0.1,0.1,0.5,0.0,0.01,0.8806636152669276,0.9049591496524645
1000,5e-05,0.1,0.1,0.5,0.0,0.1,0.8852025618910088,0.9047885892913223
1000,5e-05,0.1,0.1,0.5,0.0,0.2,0.885825103265339,0.905446406141838
1000,5e-05,0.1,0.1,0.5,0.01,0.0,0.8801111839692327,0.9065140205441644
1000,5e-05,0.1,0.1,0.5,0.01,0.01,0.8810460245342121,0.9056511016249844
1000,5e-05,0.1,0.1,0.5,0.01,0.1,0.8830285376988652,0.9057385032239686
1000,5e-05,0.1,0.1,0.5,0.01,0.2,0.8863280131315288,0.9051254690611757
1000,5e-05,0.1,0.1,0.5,0.1,0.0,0.8802707193096662,0.9060736549671342
1000,5e-05,0.1,0.1,0.5,0.1,0.01,0.8800032703050982,0.9055008316478375
1000,5e-05,0.1,0.1,0.5,0.1,0.1,0.8833242197255613,0.9055541856906226
1000,5e-05,0.1,0.1,0.5,0.1,0.2,0.8859073363028696,0.9048501596448171
1000,5e-05,0.1,0.1,1.0,0.0,0.0,0.8753273942420261,0.9108840797774671
1000,5e-05,0.1,0.1,1.0,0.0,0.01,0.8758954068824083,0.9109821497818326
1000,5e-05,0.1,0.1,1.0,0.0,0.1,0.8794180228760142,0.913255901264213
1000,5e-05,0.1,0.1,1.0,0.0,0.2,0.8804988388068578,0.9125127422138484
1000,5e-05,0.1,0.1,1.0,0.01,0.0,0.875466239034766,0.91153967879157
1000,5e-05,0.1,0.1,1.0,0.01,0.01,0.8744291762979755,0.9110266423580103
1000,5e-05,0.1,0.1,1.0,0.01,0.1,0.8789973456894145,0.9118925762168457
1000,5e-05,0.1,0.1,1.0,0.01,0.2,0.879875099778448,0.9124170575950928
1000,5e-05,0.1,0.1,1.0,0.1,0.0,0.8760628504245256,0.9112312323394092
1000,5e-05,0.1,0.1,1.0,0.1,0.01,0.8761754748546776,0.9104444137817215
1000,5e-05,0.1,0.1,1.0,0.1,0.1,0.8779882075930643,0.9131954994028688
1000,5e-05,0.1,0.1,1.0,0.1,0.2,0.8792487398046427,0.9118508950551806
1000,5e-05,0.1,0.5,0.0,0.0,0.0,0.8214109471471698,0.9010668367186263
1000,5e-05,0.1,0.5,0.0,0.0,0.01,0.82533320776358,0.9022445549474738
1000,5e-05,0.1,0.5,0.0,0.0,0.1,0.8290126879837761,0.9026018975571541
1000,5e-05,0.1,0.5,0.0,0.0,0.2,0.8288829746260912,0.9011973711618732
1000,5e-05,0.1,0.5,0.0,0.01,0.0,0.8263021095687347,0.9015207970322999
1000,5e-05,0.1,0.5,0.0,0.01,0.01,0.8270149827135908,0.9019106396724667
1000,5e-05,0.1,0.5,0.0,0.01,0.1,0.8266215587314953,0.9030873717530128
1000,5e-05,0.1,0.5,0.0,0.01,0.2,0.830625411247977,0.9028547979583925
1000,5e-05,0.1,0.5,0.0,0.1,0.0,0.8265654122302889,0.9020571891377908
1000,5e-05,0.1,0.5,0.0,0.1,0.01,0.8259117937516756,0.9011976913263166
1000,5e-05,0.1,0.5,0.0,0.1,0.1,0.8282854916118805,0.9045471507095623
1000,5e-05,0.1,0.5,0.0,0.1,0.2,0.8309577613430947,0.9017277111634726
1000,5e-05,0.1,0.5,0.1,0.0,0.0,0.8233136337572876,0.9019608802464161
1000,5e-05,0.1,0.5,0.1,0.0,0.01,0.8266868449089403,0.9029001548788681
1000,5e-05,0.1,0.5,0.1,0.0,0.1,0.8319511600877031,0.9028791704698014
1000,5e-05,0.1,0.5,0.1,0.0,0.2,0.8307958664716013,0.9030713891724802
1000,5e-05,0.1,0.5,0.1,0.01,0.0,0.8255047909615252,0.9024474092661122
1000,5e-05,0.1,0.5,0.1,0.01,0.01,0.82493305444358,0.9026957480185354
1000,5e-05,0.1,0.5,0.1,0.01,0.1,0.8333587074185544,0.903567781721836
1000,5e-05,0.1,0.5,0.1,0.01,0.2,0.8326351296093929,0.9024130806093781
1000,5e-05,0.1,0.5,0.1,0.1,0.0,0.824672605253385,0.9029355868463497
1000,5e-05,0.1,0.5,0.1,0.1,0.01,0.8236587736441164,0.902975783311803
1000,5e-05,0.1,0.5,0.1,0.1,0.1,0.8306801689886197,0.9036195142182095
1000,5e-05,0.1,0.5,0.1,0.1,0.2,0.8337116719190485,0.9025985358769567
1000,5e-05,0.1,0.5,0.5,0.0,0.0,0.8246366880870788,0.9037073749564702
1000,5e-05,0.1,0.5,0.5,0.0,0.01,0.8250771956085197,0.9036536424508128
1000,5e-05,0.1,0.5,0.5,0.0,0.1,0.831120734951561,0.9048096088403352
1000,5e-05,0.1,0.5,0.5,0.0,0.2,0.8355902100480834,0.9048726260274567
1000,5e-05,0.1,0.5,0.5,0.01,0.0,0.8220816073224058,0.9038450731546432
1000,5e-05,0.1,0.5,0.5,0.01,0.01,0.8241647094684827,0.9040151279670717
1000,5e-05,0.1,0.5,0.5,0.01,0.1,0.8339165613182165,0.9049727469879213
1000,5e-05,0.1,0.5,0.5,0.01,0.2,0.8374050355451242,0.9050394241253482
1000,5e-05,0.1,0.5,0.5,0.1,0.0,0.8253813012574744,0.903741109345704
1000,5e-05,0.1,0.5,0.5,0.1,0.01,0.8256415544673819,0.90444127717803
1000,5e-05,0.1,0.5,0.5,0.1,0.1,0.8333698768103741,0.9059775192938442
1000,5e-05,0.1,0.5,0.5,0.1,0.2,0.8389348374240884,0.9055797230988334
1000,5e-05,0.1,0.5,1.0,0.0,0.0,0.8285267368897666,0.9055076172430986
1000,5e-05,0.1,0.5,1.0,0.0,0.01,0.829569886671931,0.9046139492633842
1000,5e-05,0.1,0.5,1.0,0.0,0.1,0.8316624084611379,0.9071488613214465
1000,5e-05,0.1,0.5,1.0,0.0,0.2,0.8372947872942469,0.9069685377790656
1000,5e-05,0.1,0.5,1.0,0.01,0.0,0.8274823864581041,0.9047743681217499
1000,5e-05,0.1,0.5,1.0,0.01,0.01,0.8286626261601672,0.9055792261320988
1000,5e-05,0.1,0.5,1.0,0.01,0.1,0.8341998089521288,0.9056665815098234
1000,5e-05,0.1,0.5,1.0,0.01,0.2,0.8400577579249779,0.9064119764450222
1000,5e-05,0.1,0.5,1.0,0.1,0.0,0.8284497132236118,0.9058355964572271
1000,5e-05,0.1,0.5,1.0,0.1,0.01,0.8275050198925553,0.9048304491808377
1000,5e-05,0.1,0.5,1.0,0.1,0.1,0.8320782906299378,0.906552659827298
1000,5e-05,0.1,0.5,1.0,0.1,0.2,0.8379448492761628,0.9072252076058986
1000,0.0001,0.0,0.01,0.0,0.0,0.0,0.9744404572468663,0.8922164152251759
1000,0.0001,0.0,0.01,0.0,0.0,0.01,0.9748325558390443,0.8941619876432729
1000,0.0001,0.0,0.01,0.0,0.0,0.1,0.9694396862459462,0.9134386225281839
1000,0.0001,0.0,0.01,0.0,0.0,0.2,0.9612627228485966,0.9053418482430973
1000,0.0001,0.0,0.01,0.0,0.01,0.0,0.973598235486926,0.8920371180544615
1000,0.0001,0.0,0.01,0.0,0.01,0.01,0.975434940549258,0.8946200097584641
1000,0.0001,0.0,0.01,0.0,0.01,0.1,0.9700646581935406,0.914656618125456
1000,0.0001,0.0,0.01,0.0,0.01,0.2,0.9629091451592535,0.9117409600575185
1000,0.0001,0.0,0.01,0.0,0.1,0.0,0.9725601947180146,0.8929228482957057
1000,0.0001,0.0,0.01,0.0,0.1,0.01,0.9742154428612151,0.8930904422129154
1000,0.0001,0.0,0.01,0.0,0.1,0.1,0.9685560607952917,0.9148150172966952
1000,0.0001,0.0,0.01,0.0,0.1,0.2,0.9611927342617579,0.9130270436560977
1000,0.0001,0.0,0.01,0.1,0.0,0.0,0.9786232475953858,0.9137509948350904
1000,0.0001,0.0,0.01,0.1,0.0,0.01,0.977122073069512,0.9160740586931915
1000,0.0001,0.0,0.01,0.1,0.0,0.1,0.9708147385341876,0.9255497489075871
1000,0.0001,0.0,0.01,0.1,0.0,0.2,0.963135748743178,0.9143455099258764
1000,0.0001,0.0,0.01,0.1,0.01,0.0,0.9798626366619172,0.9092987904098462
1000,0.0001,0.0,0.01,0.1,0.01,0.01,0.9776158434989444,0.9124582598157456
1000,0.0001,0.0,0.01,0.1,0.01,0.1,0.9698975979199853,0.9268340792936411
1000,0.0001,0.0,0.01,0.1,0.01,0.2,0.96298814968184,0.9141294980036493
1000,0.0001,0.0,0.01,0.1,0.1,0.0,0.9789934005453091,0.9163191447961895
1000,0.0001,0.0,0.01,0.1,0.1,0.01,0.9785677077885282,0.9134314667692663
1000,0.0001,0.0,0.01,0.1,0.1,0.1,0.9705248609188675,0.9253052305747401
1000,0.0001,0.0,0.01,0.1,0.1,0.2,0.9634132599952638,0.9191274521044017
1000,0.0001,0.0,0.01,0.5,0.0,0.0,0.9737262061664474,0.9186887501719706
1000,0.0001,0.0,0.01,0.5,0.0,0.01,0.9748593281484805,0.9207307868083713
1000,0.0001,0.0,0.01,0.5,0.0,0.1,0.9734350311280666,0.9220624966208256
1000,0.0001,0.0,0.01,0.5,0.0,0.2,0.969366477836016,0.9123239943672088
1000,0.0001,0.0,0.01,0.5,0.01,0.0,0.9746912503452778,0.9141550596731242
1000,0.0001,0.0,0.01,0.5,0.01,0.01,0.9745415295387789,0.9168770196859408
1000,0.0001,0.0,0.01,0.5,0.01,0.1,0.97314006942489,0.9210458930183912
1000,0.0001,0.0,0.01,0.5,0.01,0.2,0.9697061262089377,0.9089311155931277
1000,0.0001,0.0,0.01,0.5,0.1,0.0,0.9735727417000579,0.9145251896942683
1000,0.0001,0.0,0.01,0.5,0.1,0.01,0.9740580459862035,0.9235850139855478
1000,0.0001,0.0,0.01,0.5,0.1,0.1,0.9720548547676615,0.9208685338540015
1000,0.0001,0.0,0.01,0.5,0.1,0.2,0.9695639047047331,0.9119205961053538
1000,0.0001,0.0,0.01,1.0,0.0,0.0,0.971815349373695,0.9162921511685197
1000,0.0001,0.0,0.01,1.0,0.0,0.01,0.970804291690774,0.9188433843898678
1000,0.0001,0.0,0.01,1.0,0.0,0.1,0.9670974254302627,0.9223675326109441
1000,0.0001,0.0,0.01,1.0,0.0,0.2,0.9679971944046728,0.9150635702938488
1000,0.0001,0.0,0.01,1.0,0.01,0.0,0.9717445096310929,0.9135150879477919
1000,0.0001,0.0,0.01,1.0,0.01,0.01,0.9719276236030088,0.916665480201527
1000,0.0001,0.0,0.01,1.0,0.01,0.1,0.9666028871689654,0.9197299246942603
1000,0.0001,0.0,0.01,1.0,0.01,0.2,0.9680974303254339,0.9148298527103366
1000,0.0001,0.0,0.01,1.0,0.1,0.0,0.9723472988564105,0.9143010058586046
1000,0.0001,0.0,0.01,1.0,0.1,0.01,0.9729575300916117,0.9186700411580263
1000,0.0001,0.0,0.01,1.0,0.1,0.1,0.9683344894392969,0.9189634361395188
1000,0.0001,0.0,0.01,1.0,0.1,0.2,0.969291952130823,0.9171458500150595
1000,0.0001,0.0,0.1,0.0,0.0,0.0,0.9701864497625902,0.9124643999449787
1000,0.0001,0.0,0.1,0.0,0.0,0.01,0.969839460205836,0.9133300273658448
1000,0.0001,0.0,0.1,0.0,0.0,0.1,0.96888549567607,0.9228118838297752
1000,0.0001,0.0,0.1,0.0,0.0,0.2,0.9635879249367574,0.9164815801707078
1000,0.0001,0.0,0.1,0.0,0.01,0.0,0.9706113766268241,0.9138170280959169
1000,0.0001,0.0,0.1,0.0,0.01,0.01,0.9705499542856748,0.9127363107018759
1000,0.0001,0.0,0.1,0.0,0.01,0.1,0.9696527860406197,0.920477965720451
1000,0.0001,0.0,0.1,0.0,0.01,0.2,0.9661072428544049,0.918420517355875
1000,0.0001,0.0,0.1,0.0,0.1,0.0,0.9691286380691393,0.9143575744609964
1000,0.0001,0.0,0.1,0.0,0.1,0.01,0.96963531519978,0.9146309916329931
1000,0.0001,0.0,0.1,0.0,0.1,0.1,0.9715314475867667,0.9212474916926477
1000,0.0001,0.0,0.1,0.0,0.1,0.2,0.965653189629895,0.9162609282170828
1000,0.0001,0.0,0.1,0.1,0.0,0.0,0.9685805964743857,0.9113874491705027
1000,0.0001,0.0,0.1,0.1,0.0,0.01,0.9712180345693936,0.9141328924461946
1000,0.0001,0.0,0.1,0.1,0.0,0.1,0.9704874021852363,0.9178785579967518
1000,0.0001,0.0,0.1,0.1,0.0,0.2,0.9656422477842977,0.9168993350975876
1000,0.0001,0.0,0.1,0.1,0.01,0.0,0.9693144776737657,0.9134517500964983
1000,0.0001,0.0,0.1,0.1,0.01,0.01,0.970545110615383,0.914111949719248
1000,0.0001,0.0,0.1,0.1,0.01,0.1,0.970033467408035,0.9191303762912749
1000,0.0001,0.0,0.1,0.1,0.01,0.2,0.9662647264243079,0.9157681053610716
1000,0.0001,0.0,0.1,0.1,0.1,0.0,0.9692826961175618,0.9107194606243738
1000,0.0001,0.0,0.1,0.1,0.1,0.01,0.9718522575003681,0.914022807995911
1000,0.0001,0.0,0.1,0.1,0.1,0.1,0.9714961706489915,0.9187088654673443
1000,0.0001,0.0,0.1,0.1,0.1,0.2,0.9659360151626604,0.9191140519649312
1000,0.0001,0.0,0.1,0.5,0.0,0.0,0.9705191182067561,0.913195622057166
1000,0.0001,0.0,0.1,0.5,0.0,0.01,0.9723816840419086,0.9131896987868906
1000,0.0001,0.0,0.1,0.5,0.0,0.1,0.9750483587668038,0.9187949741631062
1000,0.0001,0.0,0.1,0.5,0.0,0.2,0.9691962754089152,0.9157640643064419
1000,0.0001,0.0,0.1,0.5,0.01,0.0,0.9726178381052542,0.9141702826521094
1000,0.0001,0.0,0.1,0.5,0.01,0.01,0.9699861309477718,0.9128247324592595
1000,0.0001,0.0,0.1,0.5,0.01,0.1,0.9735970988339469,0.9178076624844438
1000,0.0001,0.0,0.1,0.5,0.01,0.2,0.970452983767583,0.914909617021335
1000,0.0001,0.0,0.1,0.5,0.1,0.0,0.971817769890065,0.9145007261129904
1000,0.0001,0.0,0.1,0.5,0.1,0.01,0.9724630548608,0.9153892113454772
1000,0.0001,0.0,0.1,0.5,0.1,0.1,0.9730646126086395,0.9178208324727102
1000,0.0001,0.0,0.1,0.5,0.1,0.2,0.9702022788807899,0.9141716234481752
1000,0.0001,0.0,0.1,1.0,0.0,0.0,0.9691579223717477,0.9141768126938659
1000,0.0001,0.0,0.1,1.0,0.0,0.01,0.972817320231277,0.9137422327512055
1000,0.0001,0.0,0.1,1.0,0.0,0.1,0.9720828181278037,0.9192340399483208
1000,0.0001,0.0,0.1,1.0,0.0,0.2,0.9684142799752558,0.9165555974758518
1000,0.0001,0.0,0.1,1.0,0.01,0.0,0.9693572647743933,0.9130338170170841
1000,0.0001,0.0,0.1,1.0,0.01,0.01,0.9694514149046416,0.9136715400059987
1000,0.0001,0.0,0.1,1.0,0.01,0.1,0.9710214730802936,0.9205080417156377
1000,0.0001,0.0,0.1,1.0,0.01,0.2,0.9701061181201491,0.9172886644167204
1000,0.0001,0.0,0.1,1.0,0.1,0.0,0.9697451777228275,0.9127454307471374
1000,0.0001,0.0,0.1,1.0,0.1,0.01,0.9687224095840172,0.9140672913604226
1000,0.0001,0.0,0.1,1.0,0.1,0.1,0.9708365135252076,0.9211325979466112
1000,0.0001,0.0,0.1,1.0,0.1,0.2,0.9686565545358905,0.9140965200928349
1000,0.0001,0.0,0.5,0.0,0.0,0.0,0.9487396669491831,0.9056742370651736
1000,0.0001,0.0,0.5,0.0,0.0,0.01,0.9480937694388825,0.9070258076432524
1000,0.0001,0.0,0.5,0.0,0.0,0.1,0.9540279419874208,0.9099014207090839
1000,0.0001,0.0,0.5,0.0,0.0,0.2,0.950983588124463,0.9132886100971678
1000,0.0001,0.0,0.5,0.0,0.01,0.0,0.9498690520282169,0.9044517222760158
1000,0.0001,0.0,0.5,0.0,0.01,0.01,0.9502477267446645,0.9068042745690389
1000,0.0001,0.0,0.5,0.0,0.01,0.1,0.9476592364720773,0.9123824051592196
1000,0.0001,0.0,0.5,0.0,0.01,0.2,0.9472041170320662,0.9124157483428907
1000,0.0001,0.0,0.5,0.0,0.1,0.0,0.9506589966795517,0.9072053360905463
1000,0.0001,0.0,0.5,0.0,0.1,0.01,0.9501239645596257,0.9063961807462718
1000,0.0001,0.0,0.5,0.0,0.1,0.1,0.9523282192477205,0.9123988528522309
1000,0.0001,0.0,0.5,0.0,0.1,0.2,0.950911918586714,0.9132767787493021
1000,0.0001,0.0,0.5,0.1,0.0,0.0,0.9478769855286908,0.9053843298305181
1000,0.0001,0.0,0.5,0.1,0.0,0.01,0.9498623394563472,0.9056294823871686
1000,0.0001,0.0,0.5,0.1,0.0,0.1,0.9515178095508224,0.9097817259322758
1000,0.0001,0.0,0.5,0.1,0.0,0.2,0.9513836533132404,0.9132200839173422
1000,0.0001,0.0,0.5,0.1,0.01,0.0,0.9503860388681836,0.9050909735218654
1000,0.0001,0.0,0.5,0.1,0.01,0.01,0.9521020368425519,0.9037106594053161
1000,0.0001,0.0,0.5,0.1,0.01,0.1,0.951388213809278,0.9105592583231147
1000,0.0001,0.0,0.5,0.1,0.01,0.2,0.9488195490335491,0.912986566406913
1000,0.0001,0.0,0.5,0.1,0.1,0.0,0.9472158819499459,0.9042335964035361
1000,0.0001,0.0,0.5,0.1,0.1,0.01,0.9498701993939453,0.9066161335368622
1000,0.0001,0.0,0.5,0.1,0.1,0.1,0.9495252621475703,0.9113788905381213
1000,0.0001,0.0,0.5,0.1,0.1,0.2,0.9508859619856382,0.9113659308222299
1000,0.0001,0.0,0.5,0.5,0.0,0.0,0.9471030680331061,0.9080063569456833
1000,0.0001,0.0,0.5,0.5,0.0,0.01,0.9447684985983218,0.9077666438669897
1000,0.0001,0.0,0.5,0.5,0.0,0.1,0.9493485399353254,0.9100597139820006
1000,0.0001,0.0,0.5,0.5,0.0,0.2,0.9496852906996546,0.9123046479453973
1000,0.0001,0.0,0.5,0.5,0.01,0.0,0.9505498694978912,0.90775338767816
1000,0.0001,0.0,0.5,0.5,0.01,0.01,0.9478158502288706,0.9071846246842947
1000,0.0001,0.0,0.5,0.5,0.01,0.1,0.9516189221374939,0.912342088656884
1000,0.0001,0.0,0.5,0.5,0.01,0.2,0.9505514528203701,0.9126723159006453
1000,0.0001,0.0,0.5,0.5,0.1,0.0,0.9491566702844312,0.9086224671569927
1000,0.0001,0.0,0.5,0.5,0.1,0.01,0.9457278751776032,0.9086809604654585
1000,0.0001,0.0,0.5,0.5,0.1,0.1,0.9495177760059381,0.911649125729084
1000,0.0001,0.0,0.5,0.5,0.1,0.2,0.948703865511247,0.91388236904788
1000,0.0001,0.0,0.5,1.0,0.0,0.0,0.9487185001698689,0.9069967794172858
1000,0.0001,0.0,0.5,1.0,0.0,0.01,0.9490134721297798,0.9071048272579825
1000,0.0001,0.0,0.5,1.0,0.0,0.1,0.9478588051318078,0.9114194802658272
1000,0.0001,0.0,0.5,1.0,0.0,0.2,0.9500127181173239,0.9167657909818079
1000,0.0001,0.0,0.5,1.0,0.01,0.0,0.9512130782288619,0.9079538320404809
1000,0.0001,0.0,0.5,1.0,0.01,0.01,0.9495763019235333,0.9078870314135434
1000,0.0001,0.0,0.5,1.0,0.01,0.1,0.9484633744246178,0.9132014096193453
1000,0.0001,0.0,0.5,1.0,0.01,0.2,0.9500068158544934,0.9175731176837455
1000,0.0001,0.0,0.5,1.0,0.1,0.0,0.94684015518701,0.9071520374324187
1000,0.0001,0.0,0.5,1.0,0.1,0.01,0.9476827231624965,0.9059931030107231
1000,0.0001,0.0,0.5,1.0,0.1,0.1,0.9509171938231558,0.9139174343028309
1000,0.0001,0.0,0.5,1.0,0.1,0.2,0.9507844433278487,0.914874652516204
1000,0.0001,0.01,0.01,0.0,0.0,0.0,0.9781619372440784,0.9051669399551165
1000,0.0001,0.01,0.01,0.0,0.0,0.01,0.9778313364124589,0.9123317019975531
1000,0.0001,0.01,0.01,0.0,0.0,0.1,0.9718626514954094,0.917732293105154
1000,0.0001,0.01,0.01,0.0,0.0,0.2,0.9691518696053063,0.9039446681967593
1000,0.0001,0.01,0.01,0.0,0.01,0.0,0.9790081048293824,0.9027702616370614
1000,0.0001,0.01,0.01,0.0,0.01,0.01,0.9779898894656059,0.9129294271032757
1000,0.0001,0.01,0.01,0.0,0.01,0.1,0.9724208958615707,0.915678309212445
1000,0.0001,0.01,0.01,0.0,0.01,0.2,0.9696359723905719,0.9060076091442373
1000,0.0001,0.01,0.01,0.0,0.1,0.0,0.9790343269368,0.9027496988155191
1000,0.0001,0.01,0.01,0.0,0.1,0.01,0.9776509493362278,0.9127227270749318
1000,0.0001,0.01,0.01,0.0,0.1,0.1,0.9725059625439529,0.9172155218560379
1000,0.0001,0.01,0.01,0.0,0.1,0.2,0.9697907898627103,0.9079022151723077
1000,0.0001,0.01,0.01,0.1,0.0,0.0,0.978737220176265,0.9138217086261182
1000,0.0001,0.01,0.01,0.1,0.0,0.01,0.9777457117265537,0.919113298269735
1000,0.0001,0.01,0.01,0.1,0.0,0.1,0.9726630452143002,0.92641709961762
1000,0.0001,0.01,0.01,0.1,0.0,0.2,0.9670955515875976,0.9138533251964968
1000,0.0001,0.01,0.01,0.1,0.01,0.0,0.9784209963924233,0.9134928587962657
1000,0.0001,0.01,0.01,0.1,0.01,0.01,0.9778415968623366,0.9186146545636394
1000,0.0001,0.01,0.01,0.1,0.01,0.1,0.9715502242968868,0.9241216445841892
1000,0.0001,0.01,0.01,0.1,0.01,0.2,0.9684655212611232,0.9145492470992687
1000,0.0001,0.01,0.01,0.1,0.1,0.0,0.9784825324690646,0.911779024239409
1000,0.0001,0.01,0.01,0.1,0.1,0.01,0.9774553735743985,0.9186695589433828
1000,0.0001,0.01,0.01,0.1,0.1,0.1,0.9726204213702876,0.9229630313647464
1000,0.0001,0.01,0.01,0.1,0.1,0.2,0.9680060360649608,0.912754093539052
1000,0.0001,0.01,0.01,0.5,0.0,0.0,0.9762674274605875,0.919728522390007
1000,0.0001,0.01,0.01,0.5,0.0,0.01,0.9748556728131132,0.9227725239558614
1000,0.0001,0.01,0.01,0.5,0.0,0.1,0.9718495863052548,0.9243820597103026
1000,0.0001,0.01,0.01,0.5,0.0,0.2,0.9694284557491197,0.9168998439099041
1000,0.0001,0.01,0.01,0.5,0.01,0.0,0.9763804765889166,0.9202813959778147
1000,0.0001,0.01,0.01,0.5,0.01,0.01,0.9751262506467862,0.9241556708353966
1000,0.0001,0.01,0.01,0.5,0.01,0.1,0.9712691358207572,0.9234754709193221
