,measure_size,scratch,encoder_freeze,encoder_lr,cost_predictor_lr,rank_warmup_epochs,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,top-1,val_reg_r2,val_rank_r2,sampling_seed,lambda_pair,lambda_infonce,tau,tau_c,beta,gamma,noise_std,margin_scale,lambda_reg,feature_predictor_lr,epochs
9216,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.52,96,1.0,"[0.4244, 0.2336]","[None, None]",2002,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9217,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.62,96,1.0,"[0.4469, 0.2888]","[None, None]",2003,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9218,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,1,3.23,48,0.0,[0.5627],[None],2004,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9219,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.66,96,1.0,"[0.6012, 0.3394]","[None, None]",2005,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9220,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.68,96,1.0,"[0.5349, 0.2258]","[None, None]",2006,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9221,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.7,96,0.0,"[0.601, 0.3378]","[None, None]",2007,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9222,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.75,96,1.0,"[0.5098, 0.2692]","[None, None]",2008,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9223,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,1,3.3,48,0.0,[0.5495],[None],2009,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9224,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.7,96,0.0,"[0.5678, 0.3211]","[None, None]",2010,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9225,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.54,96,1.0,"[0.4382, 0.1104]","[None, None]",2011,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9226,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,1,3.3,48,0.0,[0.5027],[None],2012,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9227,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,1,3.22,48,0.0,[0.5226],[None],2013,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9228,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,1,3.28,48,0.0,[0.4894],[None],2014,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9229,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.78,96,1.0,"[0.5505, 0.2589]","[None, None]",2015,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9230,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.62,96,1.0,"[0.5116, 0.2997]","[None, None]",2016,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9231,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,3,10.34,144,0.0,"[0.6353, 0.2416, 0.2702]","[None, None, None]",2017,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9232,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.51,96,0.0,"[0.3976, 0.1971]","[None, None]",2018,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9233,48,False,False,1e-05,1e-05,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.55,96,1.0,"[0.5947, 0.3924]","[None, None]",2019,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9234,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,1,3.17,48,1.0,[0.3974],[None],2000,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9235,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,27,212.26,1296,0.0,"[0.6304, 0.4088, 0.199, 0.2222, 0.0729, 0.0041, -0.1385, -0.1116, -0.2466, -0.2745, -0.0395, -0.2531, -0.1746, -0.2498, -0.3683, -0.6383, -0.6352, -0.6582, -0.6803, -0.6562, -0.6588, -0.5205, -0.5056, -0.5791, -0.4979, 0.1041, 0.4456]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2001,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9236,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,2,6.61,96,1.0,"[0.4923, 0.365]","[None, None]",2002,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9237,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,2,6.59,96,1.0,"[0.5002, 0.3526]","[None, None]",2003,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9238,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,1,3.18,48,0.0,[0.5915],[None],2004,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9239,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,2,6.56,96,1.0,"[0.6048, 0.4447]","[None, None]",2005,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9240,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,2,6.51,96,1.0,"[0.5942, 0.3406]","[None, None]",2006,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9241,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,2,6.55,96,1.0,"[0.6268, 0.4343]","[None, None]",2007,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9242,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,1,3.17,48,0.0,[0.5661],[None],2008,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9243,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,1,3.28,48,0.0,[0.571],[None],2009,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9244,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,2,6.52,96,1.0,"[0.5984, 0.4546]","[None, None]",2010,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9245,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,2,6.58,96,1.0,"[0.4572, 0.2482]","[None, None]",2011,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9246,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,1,3.25,48,0.0,[0.5661],[None],2012,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9247,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,1,3.19,48,0.0,[0.5686],[None],2013,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9248,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,1,3.25,48,0.0,[0.5374],[None],2014,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9249,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,1,3.3,48,0.0,[0.6082],[None],2015,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9250,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,2,6.6,96,1.0,"[0.507, 0.361]","[None, None]",2016,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9251,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,3,10.47,144,0.0,"[0.6696, 0.3533, 0.3793]","[None, None, None]",2017,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9252,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,2,6.69,96,0.0,"[0.4866, 0.3098]","[None, None]",2018,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9253,48,False,False,1e-05,1e-05,100,"(0.3, 0.3, 0.4)",0,2,0,2,6.66,96,1.0,"[0.6014, 0.3908]","[None, None]",2019,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9254,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,1,3.26,48,1.0,[0.4102],[None],2000,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9255,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,26,199.65,1248,0.0,"[0.6453, 0.4551, 0.3268, 0.2745, 0.1907, 0.0608, -0.0433, -0.1467, -0.2795, -0.3258, 0.049, -0.0047, 0.0727, -0.1381, -0.1428, -0.2226, -0.2748, -0.2773, -0.3172, -0.3483, -0.3022, -0.1573, -0.2109, -0.1728, -0.104, 0.3378]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",2001,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9256,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.7,96,1.0,"[0.5222, 0.4212]","[None, None]",2002,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9257,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.51,96,1.0,"[0.5302, 0.3795]","[None, None]",2003,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9258,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,1,3.29,48,0.0,[0.5997],[None],2004,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9259,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.82,96,1.0,"[0.6078, 0.4735]","[None, None]",2005,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9260,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.86,96,1.0,"[0.6153, 0.4087]","[None, None]",2006,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9261,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.9,96,1.0,"[0.6355, 0.4698]","[None, None]",2007,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9262,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,1,3.33,48,0.0,[0.5885],[None],2008,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9263,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,1,3.32,48,0.0,[0.5761],[None],2009,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9264,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.82,96,1.0,"[0.6101, 0.4453]","[None, None]",2010,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9265,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.57,96,1.0,"[0.4665, 0.3156]","[None, None]",2011,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9266,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,1,3.31,48,0.0,[0.5823],[None],2012,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9267,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,1,3.33,48,0.0,[0.5865],[None],2013,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9268,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,1,3.18,48,0.0,[0.5552],[None],2014,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9269,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.72,96,1.0,"[0.6276, 0.3988]","[None, None]",2015,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9270,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.82,96,1.0,"[0.5068, 0.3755]","[None, None]",2016,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9271,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.63,96,0.0,"[0.67, 0.458]","[None, None]",2017,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9272,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.67,96,0.0,"[0.5195, 0.3811]","[None, None]",2018,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9273,48,False,False,1e-05,1e-05,200,"(0.3, 0.3, 0.4)",0,2,0,1,3.2,48,0.0,[0.605],[None],2019,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9274,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,1,3.19,48,0.0,[0.5719],[None],2000,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9275,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,5,17.71,240,0.0,"[0.7362, 0.563, 0.4537, 0.3314, 0.3647]","[None, None, None, None, None]",2001,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9276,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,6,21.64,288,0.0,"[0.7185, 0.6089, 0.4833, 0.5121, 0.4585, 0.4114]","[None, None, None, None, None, None]",2002,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9277,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,1,3.25,48,0.0,[0.6958],[None],2003,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9278,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,1,3.17,48,0.0,[0.7193],[None],2004,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9279,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.65,96,0.0,"[0.5641, 0.6951]","[None, None]",2005,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9280,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,1,3.32,48,0.0,[0.714],[None],2006,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9281,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,7,26.58,336,0.0,"[0.7185, 0.5904, 0.5329, 0.4944, 0.4357, 0.2927, 0.2659]","[None, None, None, None, None, None, None]",2007,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9282,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,4,13.91,192,0.0,"[0.6767, 0.5857, 0.521, 0.4447]","[None, None, None, None]",2008,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9283,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.7,96,0.0,"[0.7343, 0.5596]","[None, None]",2009,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9284,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,4,13.69,192,0.0,"[0.7488, 0.5403, 0.4517, 0.4257]","[None, None, None, None]",2010,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9285,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.62,96,0.0,"[0.565, 0.3739]","[None, None]",2011,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9286,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,5,17.94,240,0.0,"[0.7074, 0.601, 0.3854, 0.3471, 0.2548]","[None, None, None, None, None]",2012,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9287,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,3,10.26,144,0.0,"[0.6752, 0.5728, 0.5508]","[None, None, None]",2013,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9288,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.51,96,0.0,"[0.72, 0.4855]","[None, None]",2014,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9289,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,2,6.69,96,0.0,"[0.6991, 0.4912]","[None, None]",2015,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9290,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,4,14.16,192,0.0,"[0.5276, 0.5352, 0.4821, 0.4424]","[None, None, None, None]",2016,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9291,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,4,13.74,192,0.0,"[0.6654, 0.6225, 0.5572, 0.5392]","[None, None, None, None]",2017,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9292,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,7,25.88,336,0.0,"[0.651, 0.5186, 0.4706, 0.458, 0.3673, 0.2662, 0.2936]","[None, None, None, None, None, None, None]",2018,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9293,48,True,False,1e-05,0.0001,0,"(0.3, 0.3, 0.4)",0,2,0,4,13.69,192,0.0,"[0.7329, 0.5481, 0.5541, 0.544]","[None, None, None, None]",2019,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9294,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,1,3.18,48,0.0,[0.5904],[None],2000,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9295,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,5,17.62,240,0.0,"[0.7393, 0.5652, 0.4902, 0.47, 0.4368]","[None, None, None, None, None]",2001,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9296,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,7,25.88,336,0.0,"[0.7259, 0.5809, 0.5809, 0.5425, 0.5039, 0.4504, 0.4112]","[None, None, None, None, None, None, None]",2002,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9297,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,1,3.21,48,0.0,[0.7003],[None],2003,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9298,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,1,3.23,48,0.0,[0.7157],[None],2004,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9299,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,3,10.13,144,0.0,"[0.5637, 0.6593, 0.577]","[None, None, None]",2005,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9300,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,2,6.52,96,0.0,"[0.7256, 0.5305]","[None, None]",2006,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9301,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,7,25.99,336,0.0,"[0.7143, 0.6033, 0.5082, 0.4225, 0.3141, 0.2749, 0.2779]","[None, None, None, None, None, None, None]",2007,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9302,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,4,13.61,192,0.0,"[0.6819, 0.6323, 0.6184, 0.5715]","[None, None, None, None]",2008,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9303,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,7,25.74,336,0.0,"[0.7341, 0.5967, 0.6263, 0.5855, 0.4981, 0.4214, 0.387]","[None, None, None, None, None, None, None]",2009,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9304,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,3,10.09,144,0.0,"[0.7611, 0.6408, 0.5921]","[None, None, None]",2010,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9305,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,2,6.55,96,0.0,"[0.5921, 0.4407]","[None, None]",2011,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9306,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,5,17.65,240,0.0,"[0.7015, 0.631, 0.5033, 0.4953, 0.4481]","[None, None, None, None, None]",2012,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9307,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,3,10.06,144,0.0,"[0.6773, 0.6337, 0.6208]","[None, None, None]",2013,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9308,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,2,6.54,96,0.0,"[0.715, 0.525]","[None, None]",2014,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9309,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,2,6.79,96,0.0,"[0.7084, 0.5545]","[None, None]",2015,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9310,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,5,18.09,240,0.0,"[0.5303, 0.5152, 0.5858, 0.5329, 0.5074]","[None, None, None, None, None]",2016,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9311,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,4,13.82,192,0.0,"[0.6791, 0.6528, 0.6198, 0.6129]","[None, None, None, None]",2017,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9312,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,3,10.35,144,0.0,"[0.6646, 0.5249, 0.5128]","[None, None, None]",2018,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9313,48,True,False,1e-05,0.0001,100,"(0.3, 0.3, 0.4)",0,2,0,2,6.53,96,0.0,"[0.7285, 0.6001]","[None, None]",2019,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9314,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,1,3.2,48,0.0,[0.5858],[None],2000,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9315,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,5,17.49,240,0.0,"[0.7406, 0.6163, 0.5533, 0.4726, 0.4361]","[None, None, None, None, None]",2001,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9316,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,8,29.98,384,0.0,"[0.7288, 0.5792, 0.5221, 0.5141, 0.5298, 0.5225, 0.5079, 0.4987]","[None, None, None, None, None, None, None, None]",2002,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9317,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,1,3.19,48,0.0,[0.7065],[None],2003,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9318,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,1,3.19,48,0.0,[0.7016],[None],2004,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9319,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,3,10.08,144,0.0,"[0.5449, 0.6709, 0.667]","[None, None, None]",2005,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9320,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.51,96,0.0,"[0.7266, 0.5859]","[None, None]",2006,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9321,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,4,13.8,192,0.0,"[0.7056, 0.6161, 0.5185, 0.4926]","[None, None, None, None]",2007,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9322,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,6,21.95,288,0.0,"[0.6866, 0.6127, 0.6247, 0.5623, 0.5253, 0.5106]","[None, None, None, None, None, None]",2008,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9323,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,3,10.14,144,0.0,"[0.717, 0.5516, 0.5207]","[None, None, None]",2009,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9324,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,5,17.55,240,0.0,"[0.7612, 0.6312, 0.5553, 0.541, 0.5213]","[None, None, None, None, None]",2010,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9325,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.61,96,0.0,"[0.5984, 0.3328]","[None, None]",2011,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9326,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,4,14.07,192,0.0,"[0.6911, 0.6247, 0.5031, 0.495]","[None, None, None, None]",2012,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9327,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.59,96,0.0,"[0.6687, 0.5672]","[None, None]",2013,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9328,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.56,96,0.0,"[0.7112, 0.5842]","[None, None]",2014,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9329,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.56,96,0.0,"[0.7128, 0.5383]","[None, None]",2015,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9330,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,5,17.53,240,0.0,"[0.5229, 0.5726, 0.5163, 0.4574, 0.4425]","[None, None, None, None, None]",2016,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9331,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,2,6.69,96,0.0,"[0.6726, 0.6532]","[None, None]",2017,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
9332,48,True,False,1e-05,0.0001,200,"(0.3, 0.3, 0.4)",0,2,0,5,17.51,240,0.0,"[0.659, 0.5737, 0.4777, 0.5024, 0.4802]","[None, None, None, None, None]",2018,3.0,0.0,0.0,,0.01,0.01,0.001,0.3,,,
