measure_size,scratch,encoder_freeze,encoder_lr,cost_predictor_lr,rank_warmup_epochs,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,top-1,val_reg_r2,val_rank_r2,sampling_seed
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,0,4,1,5.7,64,0,[0.669],[None],2012
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,0,4,2,11.79,128,0,"[0.6486, 0.5362]","[None, None]",2013
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,0,4,3,17.25,192,0,"[0.6988, 0.4988, 0.4956]","[None, None, None]",2014
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,0,4,3,16.78,192,0,"[0.575, 0.4601, 0.43]","[None, None, None]",2015
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,0,4,1,4.85,64,0,[0.5965],[None],2016
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,0,4,1,4.83,64,0,[0.7447],[None],2017
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,0,4,1,4.82,64,0,[0.6344],[None],2018
64,False,False,1e-05,1e-05,200,"(1.0, 0.0, 0.0)",64,0,4,1,4.83,64,0,[0.6239],[None],2019
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,4.86,64,0,[0.6945],[None],2000
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,4.83,64,0,[0.6746],[None],2001
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,4.83,64,1,[0.6418],[None],2002
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,4.81,64,0,[0.6491],[None],2003
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,4.84,64,0,[0.7324],[None],2004
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,4.84,64,0,[0.6208],[None],2005
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,4.86,64,0,[0.6698],[None],2006
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,3,15.77,192,0,"[0.6842, 0.5236, 0.5261]","[None, None, None]",2007
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,4.83,64,1,[0.5645],[None],2008
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,4.87,64,0,[0.6429],[None],2009
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,4.84,64,0,[0.6725],[None],2010
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,5.09,64,1,[0.6599],[None],2011
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,4.99,64,0,[0.6769],[None],2012
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,2,10.79,128,0,"[0.6623, 0.5545]","[None, None]",2013
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,3,16.36,192,0,"[0.7036, 0.5223, 0.5182]","[None, None, None]",2014
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,3,15.69,192,0,"[0.5915, 0.4507, 0.4138]","[None, None, None]",2015
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,5.1,64,0,[0.607],[None],2016
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,5.18,64,0,[0.7467],[None],2017
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,5.18,64,0,[0.6481],[None],2018
64,False,False,1e-05,1e-05,300,"(1.0, 0.0, 0.0)",64,0,4,1,5.18,64,0,[0.6373],[None],2019
