,encoder_freeze,scratch,measure_size,weights,uncertainty_topk,grad_num,rand_num,T_mc,encoder_lr,cost_predictor_lr,rank_warmup_epochs,lambda_pair,margin_scale,lambda_smooth,lambda_infonce,tau,tau_c,phase,train_size,top-1,used_time,val_reg_r2,val_rank_r2,sampling_seed
16,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,3,192,0,12.79,"[0.5962, 0.4839, 0.4911]","[None, None, None]",2016
17,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,0,4.05,[0.6983],[None],2017
18,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,2,128,1,8.31,"[0.5884, 0.6417]","[None, None]",2018
19,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.01,0.1,,1,64,0,4.04,[0.6028],[None],2019
20,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.04,[0.6952],[None],2000
21,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.05,[0.5644],[None],2001
22,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,1,4.04,[0.6866],[None],2002
23,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,2,128,1,8.33,"[0.6508, 0.6754]","[None, None]",2003
24,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.1,[0.6972],[None],2004
25,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.05,[0.6438],[None],2005
26,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.04,[0.6442],[None],2006
27,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.04,[0.5979],[None],2007
28,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,1,4.05,[0.4346],[None],2008
29,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.06,[0.634],[None],2009
30,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.05,[0.6476],[None],2010
31,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.04,[0.6351],[None],2011
32,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.03,[0.5913],[None],2012
33,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,3,192,0,12.76,"[0.6738, 0.6642, 0.6547]","[None, None, None]",2013
34,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.04,[0.6693],[None],2014
35,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,4,256,0,17.46,"[0.66, 0.6385, 0.6741, 0.6486]","[None, None, None, None]",2015
36,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,3,192,0,12.82,"[0.5962, 0.4839, 0.4911]","[None, None, None]",2016
37,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.04,[0.6983],[None],2017
38,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,2,128,1,8.33,"[0.5884, 0.6417]","[None, None]",2018
39,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.1,0.1,,1,64,0,4.05,[0.6028],[None],2019
40,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.04,[0.6952],[None],2000
41,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.04,[0.5644],[None],2001
42,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,1,4.04,[0.6866],[None],2002
43,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,2,128,1,8.33,"[0.6508, 0.6754]","[None, None]",2003
44,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.04,[0.6972],[None],2004
45,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.04,[0.6438],[None],2005
46,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.05,[0.6442],[None],2006
47,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.04,[0.5979],[None],2007
48,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,1,4.04,[0.4346],[None],2008
49,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.05,[0.634],[None],2009
50,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.08,[0.6476],[None],2010
51,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.23,[0.6351],[None],2011
52,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.27,[0.5913],[None],2012
53,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,3,192,0,12.95,"[0.6738, 0.6642, 0.6547]","[None, None, None]",2013
54,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,3.0,0.3,0.01,0.2,0.1,,1,64,0,4.2,[0.6693],[None],2014
