encoder_lr,cost_predictor_lr,rank_warmup_epochs,weights,uncertainty_topk,grad_num,rand_num,phase,used_time,train_size,top-1,val_reg_r2,val_rank_r2,sampling_seed
0.0001,0.0001,200,"(0.4, 0.3, 0.3)",64,4,0,2,7.69,128,0,"[0.6266, 0.5397]","[None, None]",2016
0.0001,0.0001,200,"(0.4, 0.3, 0.3)",64,4,0,1,3.57,64,0,[0.7406],[None],2017
0.0001,0.0001,200,"(0.4, 0.3, 0.3)",64,4,0,2,7.21,128,1,"[0.6281, 0.6001]","[None, None]",2018
0.0001,0.0001,200,"(0.4, 0.3, 0.3)",64,4,0,1,3.43,64,0,[0.64],[None],2019
0.0001,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,1,3.45,64,0,[0.7035],[None],2010
0.0001,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,1,3.46,64,0,[0.6977],[None],2011
0.0001,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,2,7.12,128,0,"[0.612, 0.6149]","[None, None]",2012
0.0001,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,2,7.2,128,0,"[0.7243, 0.6302]","[None, None]",2013
0.0001,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,2,7.04,128,1,"[0.6972, 0.6664]","[None, None]",2014
0.0001,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,3,12.38,192,0,"[0.6844, 0.5998, 0.5737]","[None, None, None]",2015
0.0001,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,2,8.24,128,0,"[0.6192, 0.4804]","[None, None]",2016
0.0001,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,1,3.59,64,0,[0.739],[None],2017
0.0001,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,2,7.54,128,1,"[0.6233, 0.5866]","[None, None]",2018
0.0001,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,1,3.57,64,0,[0.6437],[None],2019
1e-05,0.0001,100,"(0.4, 0.3, 0.3)",64,4,0,1,3.57,64,0,[0.6498],[None],2010
1e-05,0.0001,100,"(0.4, 0.3, 0.3)",64,4,0,1,3.56,64,0,[0.6372],[None],2011
1e-05,0.0001,100,"(0.4, 0.3, 0.3)",64,4,0,1,3.41,64,0,[0.5961],[None],2012
1e-05,0.0001,100,"(0.4, 0.3, 0.3)",64,4,0,4,15.32,256,0,"[0.6727, 0.6636, 0.6403, 0.6544]","[None, None, None, None]",2013
1e-05,0.0001,100,"(0.4, 0.3, 0.3)",64,4,0,1,3.41,64,0,[0.6705],[None],2014
1e-05,0.0001,100,"(0.4, 0.3, 0.3)",64,4,0,1,3.45,64,0,[0.6593],[None],2015
1e-05,0.0001,100,"(0.4, 0.3, 0.3)",64,4,0,3,11.08,192,1,"[0.6, 0.4712, 0.5419]","[None, None, None]",2016
1e-05,0.0001,100,"(0.4, 0.3, 0.3)",64,4,0,1,3.44,64,0,[0.7003],[None],2017
1e-05,0.0001,100,"(0.4, 0.3, 0.3)",64,4,0,2,7.29,128,1,"[0.5904, 0.6392]","[None, None]",2018
1e-05,0.0001,100,"(0.4, 0.3, 0.3)",64,4,0,1,3.55,64,0,[0.6004],[None],2019
1e-05,0.0001,200,"(0.4, 0.3, 0.3)",64,4,0,1,3.53,64,0,[0.6379],[None],2010
1e-05,0.0001,200,"(0.4, 0.3, 0.3)",64,4,0,1,3.56,64,0,[0.6312],[None],2011
1e-05,0.0001,200,"(0.4, 0.3, 0.3)",64,4,0,1,3.5,64,0,[0.6033],[None],2012
1e-05,0.0001,200,"(0.4, 0.3, 0.3)",64,4,0,3,10.97,192,0,"[0.6678, 0.7169, 0.6819]","[None, None, None]",2013
1e-05,0.0001,200,"(0.4, 0.3, 0.3)",64,4,0,1,3.55,64,0,[0.674],[None],2014
1e-05,0.0001,200,"(0.4, 0.3, 0.3)",64,4,0,2,7.1,128,0,"[0.657, 0.6507]","[None, None]",2015
1e-05,0.0001,200,"(0.4, 0.3, 0.3)",64,4,0,2,7.1,128,0,"[0.5973, 0.4836]","[None, None]",2016
1e-05,0.0001,200,"(0.4, 0.3, 0.3)",64,4,0,1,3.4,64,0,[0.7037],[None],2017
1e-05,0.0001,200,"(0.4, 0.3, 0.3)",64,4,0,2,7.22,128,0,"[0.5917, 0.6578]","[None, None]",2018
1e-05,0.0001,200,"(0.4, 0.3, 0.3)",64,4,0,1,3.39,64,0,[0.6034],[None],2019
1e-05,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,1,3.4,64,0,[0.6373],[None],2010
1e-05,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,1,3.48,64,0,[0.6296],[None],2011
1e-05,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,1,3.46,64,0,[0.6046],[None],2012
1e-05,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,2,7.13,128,0,"[0.6686, 0.683]","[None, None]",2013
1e-05,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,1,3.41,64,0,[0.6751],[None],2014
1e-05,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,2,7.28,128,0,"[0.659, 0.5965]","[None, None]",2015
1e-05,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,2,7.14,128,0,"[0.593, 0.4521]","[None, None]",2016
1e-05,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,1,3.39,64,0,[0.7025],[None],2017
1e-05,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,2,7.08,128,1,"[0.5919, 0.666]","[None, None]",2018
1e-05,0.0001,300,"(0.4, 0.3, 0.3)",64,4,0,1,3.54,64,0,[0.6006],[None],2019
1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,4,0,1,3.39,64,0,[0.6203],[None],2010
1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,4,0,1,3.5,64,1,[0.6386],[None],2011
1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,4,0,2,7.45,128,0,"[0.664, 0.5936]","[None, None]",2012
1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,4,0,2,7.22,128,1,"[0.6219, 0.4718]","[None, None]",2013
1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,4,0,1,3.42,64,0,[0.6871],[None],2014
1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,4,0,2,7.12,128,0,"[0.5352, 0.4556]","[None, None]",2015
1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,4,0,1,3.54,64,0,[0.5791],[None],2016
1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,4,0,1,3.56,64,0,[0.7361],[None],2017
1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,4,0,2,7.35,128,1,"[0.6181, 0.5478]","[None, None]",2018
1e-05,1e-05,100,"(0.4, 0.3, 0.3)",64,4,0,1,3.43,64,0,[0.6024],[None],2019
1e-05,1e-05,200,"(0.4, 0.3, 0.3)",64,4,0,1,3.38,64,0,[0.6518],[None],2010
1e-05,1e-05,200,"(0.4, 0.3, 0.3)",64,4,0,1,3.41,64,1,[0.6559],[None],2011
1e-05,1e-05,200,"(0.4, 0.3, 0.3)",64,4,0,2,7.14,128,1,"[0.669, 0.6436]","[None, None]",2012
1e-05,1e-05,200,"(0.4, 0.3, 0.3)",64,4,0,2,7.06,128,1,"[0.6486, 0.5561]","[None, None]",2013
1e-05,1e-05,200,"(0.4, 0.3, 0.3)",64,4,0,1,3.4,64,0,[0.6988],[None],2014
1e-05,1e-05,200,"(0.4, 0.3, 0.3)",64,4,0,3,10.98,192,0,"[0.575, 0.4836, 0.4876]","[None, None, None]",2015
1e-05,1e-05,200,"(0.4, 0.3, 0.3)",64,4,0,1,3.39,64,0,[0.5965],[None],2016
1e-05,1e-05,200,"(0.4, 0.3, 0.3)",64,4,0,1,3.4,64,0,[0.7447],[None],2017
1e-05,1e-05,200,"(0.4, 0.3, 0.3)",64,4,0,2,7.02,128,1,"[0.6344, 0.5934]","[None, None]",2018
1e-05,1e-05,200,"(0.4, 0.3, 0.3)",64,4,0,1,3.79,64,0,[0.6239],[None],2019
1e-05,1e-05,300,"(0.4, 0.3, 0.3)",64,4,0,1,3.64,64,0,[0.6725],[None],2010
1e-05,1e-05,300,"(0.4, 0.3, 0.3)",64,4,0,1,3.47,64,1,[0.6599],[None],2011
1e-05,1e-05,300,"(0.4, 0.3, 0.3)",64,4,0,2,7.11,128,0,"[0.6769, 0.6178]","[None, None]",2012
1e-05,1e-05,300,"(0.4, 0.3, 0.3)",64,4,0,2,7.07,128,1,"[0.6623, 0.5856]","[None, None]",2013
1e-05,1e-05,300,"(0.4, 0.3, 0.3)",64,4,0,2,7.08,128,1,"[0.7036, 0.5693]","[None, None]",2014
1e-05,1e-05,300,"(0.4, 0.3, 0.3)",64,4,0,3,11.27,192,0,"[0.5915, 0.4969, 0.4845]","[None, None, None]",2015
1e-05,1e-05,300,"(0.4, 0.3, 0.3)",64,4,0,1,3.38,64,0,[0.607],[None],2016
1e-05,1e-05,300,"(0.4, 0.3, 0.3)",64,4,0,1,3.5,64,0,[0.7467],[None],2017
1e-05,1e-05,300,"(0.4, 0.3, 0.3)",64,4,0,2,7.23,128,1,"[0.6481, 0.6077]","[None, None]",2018
1e-05,1e-05,300,"(0.4, 0.3, 0.3)",64,4,0,1,3.55,64,0,[0.6373],[None],2019
